"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EWS4KVDY","journalArticle","2022","Li, Kevin; Hajian-Forooshani, Zachary; Su, Chenyang; Perfecto, Ivette; Vandermeer, John","Reduced rainfall and resistant varieties mediate a critical transition in the coffee rust disease","Scientific Reports","","2045-2322","10.1038/s41598-022-05362-0","http://www.nature.com/articles/s41598-022-05362-0","Critical transitions, sudden responses to slow changes in environmental drivers, are inherent in many dynamic processes, prompting a search for early warning signals. We apply this framework to understanding the coffee rust disease, which experienced an unprecedented outbreak in Mesoamerica in 2012–2013, likely a critical transition. Based on monthly infection data from 128 study quadrats in a 45-ha plot in southern Mexico from 2014 to 2020, we find that the persistent seasonal epidemic following the initial outbreak collapses in an evident subsequent critical transition. Characteristic signals of “critical slowing down” precede this collapse and are correlated with reduced rainfall, as expected from climate change, and planting of rust-resistant varieties, an ongoing management intervention. Recoveries from catastrophes may themselves be experienced as a critical transition and managers should consider the larger dynamical landscape for the possibility of subsequent transitions. Early warning signals could therefore be useful when evaluating mitigation effectiveness.","2022-01-28","2022-02-15 04:20:19","2022-02-15 04:20:19","2022-02-15 04:20:19","1564","","1","12","","Sci Rep","","","","","","Nature Publishing Group","","en","2022 The Author(s)","","","","www-nature-com.proxy.lib.umich.edu","","Number: 1","","/Users/kevinl/Zotero/storage/QNTT9ML2/Li et al. - 2022 - Reduced rainfall and resistant varieties mediate a.pdf; /Users/kevinl/Zotero/storage/AAVBURK6/s41598-022-05362-0.html","","","Agroecology; Climate-change ecology; Ecological epidemiology; Theoretical ecology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GZ6V56WH","conferencePaper","2017","Li, Kevin; Blackhart, Kristan; Obenour, Daniel","Meta-Analysis Identifying Significant Anthropogenic Stressors in Pacific Coast Estuary Taxa","","","","","https://afs.confex.com/afs/2017/meetingapp.cgi/Paper/28069","Understanding how anthropogenic stressors affect the ability of estuaries to pr...","2017-08-21","2022-02-21 03:22:17","2022-02-21 03:22:17","2022-02-21 03:22:17","","","","","","","","","","","","AFS","","","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","afs.confex.com","","","","/Users/kevinl/Zotero/storage/QKJ7X7AM/28069.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147th Annual Meeting of the American Fisheries Society","","","","","","","","","","","","","","",""
"57W3PD3S","thesis","2020","Li, Kevin","Pollinators and Ecosystem Services in an Oil Palm Transformation Landscape","","","","","https://www.uni-goettingen.de/de/document/download/9f97589121ee38a3d3eadb8b216b4ee8.pdf/Li_B09_Dissertation_2020-08_19.pdf","","2020-07","2022-03-10 16:05:39","2022-03-10 16:08:05","","","152","","","","","","","","","","Georg-August-Universität Göttingen","Göttingen, GERMANY","English","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","PhD Dissertation (Preliminary)","","","","","","","/Users/kevinl/Zotero/storage/U6GRMG45/Li - 2020 - Pollinators and Ecosystem Services in an Oil Palm .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHVGNFAX","journalArticle","2022","Li, Kevin; Grass, Ingo; Fung, Tien-Yi; Fardiansah, Riko; Rohlfs, Marko; Buchori, Damayanti; Tscharntke, Teja","Adjacent forest moderates insect pollination of oil palm","Agriculture, Ecosystems & Environment","","01678809","10.1016/j.agee.2022.108108","https://linkinghub.elsevier.com/retrieve/pii/S0167880922002572","Natural habitat plays a role in many agroecosystems as a source of pollination services and other ecological spillover, but these effects are largely unquantified in oil palm (Elaeis guineensis), a globally important crop linked to deforestation. In a field experiment in Sumatra, Indonesia, we manipulated floral visitor access to female oil palm inflorescences over a 100 m distance gradient from forest into oil palm and sampled insects with sticky traps placed above male and female inflorescences. Full exclusion of floral visitors decreased mean oil palm fruit set to 12%, demonstrating that insect pollination was necessary to maintain favorable fruit set and yield. Treatment group means of fruit set under open pollination (62%) and when excluding large (>1.4 mm diameter) organisms (72%), did not differ significantly from open pollination augmented with hand pollination (61%), suggesting no difference in pollen limitation. In contrast, when we examined change in fruit set with distance from forest, we found a significant trend of higher fruit set in oil palms closer to the forest when large organisms were excluded, which increased estimated fruit set at the forest edge to 87%, compared to open-pollinated palms (70%). This trend with distance from forest was absent when we fully excluded floral visitors, showing that the effect of forest was not likely due to an abiotic gradient (e.g., changing soil nutrients). Of the arthropod taxa collected from sticky traps, Drosophilidae (Diptera) and Gelechiidae (Lepidoptera) decreased and increased with distance from forest, respectively. The taxa Elaeidobius kamerunicus (Coleoptera: Curculionidae), Gelechiidae, and the families Thripidae and Phlaeothripidae (Thysanoptera) were abundant on both male and female inflores­ cence sticky traps. Elaeidobius kamerunicus, an introduced oil palm pollinator, had the only significant rela­ tionship with fruit set. Our results confirm pollination by insects as a key ecosystem service for oil palm production. Although further work is needed to clarify the relationship between fruit set, biodiversity, and distance from forest, we speculate that excluding large organisms could have increased fruit set closer to forest by mediating interactions between pollinators, forest predators, and farm mesopredators. Understanding the re­ lationships between nearby forest and pollination services could better connect oil palm production to its landscape context and associated biodiversity. This would be important for landscape-scale conservation plan­ ning that considers both the ecosystem service needs and ecological impacts of oil palm agriculture.","2022-10","2022-07-24 00:56:52","2022-07-24 00:56:52","2022-07-24 00:56:52","108108","","","338","","Agriculture, Ecosystems & Environment","","","","","","","","en","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","DOI.org (Crossref)","","","","/Users/kevinl/Zotero/storage/RQYMZXR8/Li et al. - 2022 - Adjacent forest moderates insect pollination of oi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HJIBIAP","journalArticle","2022","Carneiro de Melo Moura, Carina; Setyaningsih, Christina A.; Li, Kevin; Merk, Miryam Sarah; Schulze, Sonja; Raffiudin, Rika; Grass, Ingo; Behling, Hermann; Tscharntke, Teja; Westphal, Catrin; Gailing, Oliver","Biomonitoring via DNA metabarcoding and light microscopy of bee pollen in rainforest transformation landscapes of Sumatra","BMC Ecology and Evolution","","2730-7182","10.1186/s12862-022-02004-x","https://bmcevolbiol.biomedcentral.com/articles/10.1186/s12862-022-02004-x","Background:  Intense conversion of tropical forests into agricultural systems contributes to habitat loss and the decline of ecosystem functions. Plant-pollinator interactions buffer the process of forest fragmentation, ensuring gene flow across isolated patches of forests by pollen transfer. In this study, we identified the composition of pollen grains stored in pot-pollen of stingless bees, Tetragonula laeviceps, via dual-locus DNA metabarcoding (ITS2 and rbcL) and light microscopy, and compared the taxonomic coverage of pollen sampled in distinct land-use systems categorized in four levels of management intensity (forest, shrub, rubber, and oil palm) for landscape characterization. Results:  Plant composition differed significantly between DNA metabarcoding and light microscopy. The overlap in the plant families identified via light microscopy and DNA metabarcoding techniques was low and ranged from 22.6 to 27.8%. Taxonomic assignments showed a dominance of pollen from bee-pollinated plants, including oil-bearing crops such as the introduced species Elaeis guineensis (Arecaceae) as one of the predominant taxa in the pollen samples across all four land-use types. Native plant families Moraceae, Euphorbiaceae, and Cannabaceae appeared in high proportion in the analyzed pollen material. One-way ANOVA (p > 0.05), PERMANOVA (R² values range from 0.14003 to 0.17684, for all tests p-value > 0.5), and NMDS (stress values ranging from 0.1515 to 0.1859) indicated a lack of differentiation between the species composition and diversity of pollen type in the four distinct land-use types, supporting the influx of pollen from adjacent areas. Conclusions:  Stingless bees collected pollen from a variety of agricultural crops, weeds, and wild plants. Plant composition detected at the family level from the pollen samples likely reflects the plant composition at the landscape level rather than the plot level. In our study, the plant diversity in pollen from colonies installed in land-use systems with distinct levels of forest transformation was highly homogeneous, reflecting a large influx of pollen transported by stingless bees through distinct land-use types. Dual-locus approach applied in metabarcoding studies and visual pollen identification showed great differences in the detection of the plant community, therefore a combination of both methods is recommended for performing biodiversity assessments via pollen identification.","2022-12","2022-08-05 13:36:12","2022-08-05 13:36:14","2022-08-05 13:36:10","51","","1","22","","BMC Ecol Evo","","","","","","","","en","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","DOI.org (Crossref)","","","","/Users/kevinl/Zotero/storage/L6E82CTI/Carneiro de Melo Moura et al. - 2022 - Biomonitoring via DNA metabarcoding and light micr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D5JMNA6R","journalArticle","2017","Bradham, Karen D.; Nelson, Clay M.; Kelly, Jack; Pomales, Ana; Scruton, Karen; Dignam, Tim; Misenheimer, John C.; Li, Kevin; Obenour, Daniel R.; Thomas, David J.","Relationship Between Total and Bioaccessible Lead on Children’s Blood Lead Levels in Urban Residential Philadelphia Soils","Environmental Science & Technology","","0013-936X","10.1021/acs.est.7b02058","https://doi.org/10.1021/acs.est.7b02058","Relationships between total soil or bioaccessible lead (Pb), measured using an in vitro bioaccessibility assay, and children’s blood lead levels (BLL) were investigated in an urban neighborhood in Philadelphia, PA, with a history of soil Pb contamination. Soil samples from 38 homes were analyzed to determine whether accounting for the bioaccessible Pb fraction improves statistical relationships with children’s BLLs. Total soil Pb concentration ranged from 58 to 2821 mg/kg; the bioaccessible Pb concentration ranged from 47 to 2567 mg/kg. Children’s BLLs ranged from 0.3 to 9.8 μg/dL. Hierarchical models were used to compare relationships between total or bioaccessible Pb in soil and children’s BLLs. Total soil Pb concentration as the predictor accounted for 23% of the variability in child BLL; bioaccessible soil Pb concentration as the predictor accounted for 26% of BLL variability. A bootstrapping analysis confirmed a significant increase in R2 for the model using bioaccessible soil Pb concentration as the predictor with 99.0% of bootstraps showing a positive increase. Estimated increases of 1.3 μg/dL and 1.5 μg/dL in BLL per 1000 mg/kg Pb in soil were observed for this study area using total and bioaccessible Pb concentrations, respectively. Children’s age did not contribute significantly to the prediction of BLLs.","2017-09-05","2023-08-07 15:11:56","2023-08-07 15:11:56","2020-05-21 20:55:00","10005-10011","","17","51","","Environ. Sci. Technol.","","","","","","American Chemical Society","","","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","ACS Publications","","","","/Users/kevinl/Zotero/storage/TS7AQZBP/acs.est.html; /Users/kevinl/Zotero/storage/JKPH34SR/Bradham et al. - 2017 - Relationship Between Total and Bioaccessible Lead .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MRLPMNM","journalArticle","2018","Nelson, Clay M.; Li, Kevin; Obenour, Daniel R.; Miller, Jonathan; Misenheimer, John C.; Scheckel, Kirk; Betts, Aaron; Juhasz, Albert; Thomas, David J.; Bradham, Karen D.","Relating soil geochemical properties to arsenic bioaccessibility through hierarchical modeling","Journal of Toxicology and Environmental Health, Part A","","1528-7394, 1087-2620","10.1080/15287394.2018.1423798","https://www.tandfonline.com/doi/full/10.1080/15287394.2018.1423798","Interest in improved understanding of relationships among soil properties and arsenic (As) bioaccessibility has motivated the use of regression models for As bioaccessibility prediction. However, limits in the numbers and types of soils included in previous studies restrict the usefulness of these models beyond the range of soil conditions evaluated, as evidenced by reduced predictive performance when applied to new data. In response, hierarchical models that consider variability in relationships among soil properties and As bioaccessibility across geographic locations and contaminant sources were developed to predict As bioaccessibility in 139 soils on both a mass fraction (mg/kg) and % basis. The hierarchical approach improved the estimation of As bioaccessibility in studied soils. In addition, the number of soil elements identified as statistically significant explanatory variables increased when compared to previous investigations. Specifically, total soil Fe, P, Ca, Co, and V were significant explanatory variables in both models, while total As, Cd, Cu, Ni, and Zn were also significant in the mass fraction model and Mg was significant in the % model. This developed hierarchical approach provides a novel tool to (1) explore relationships between soil properties and As bioaccessibility across a broad range of soil types and As contaminant sources encountered in the environment and (2) identify areas of future mechanistic research to better understand the complexity of interactions between soil properties and As bioaccessibility.","2018-03-19","2023-08-07 15:11:56","2023-08-07 15:11:56","2021-07-29 10:42:33","160-172","","6","81","","Journal of Toxicology and Environmental Health, Part A","","","","","","","","en","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","DOI.org (Crossref)","","","","/Users/kevinl/Zotero/storage/HRKQCLVP/Nelson et al. - 2018 - Relating soil geochemical properties to arsenic bi.pdf; /Users/kevinl/Zotero/storage/7WSC8BK8/15287394.2018.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJ539QPZ","journalArticle","2022","Bradham, Karen D.; Nelson, Clay M.; Sowers, Tyler D.; Lytle, Darren A.; Tully, Jennifer; Schock, Michael R.; Li, Kevin; Blackmon, Matthew D.; Kovalcik, Kasey; Cox, David; Dewalt, Gary; Friedman, Warren; Pinzer, Eugene A.; Ashley, Peter J.","A national survey of lead and other metal(loids) in residential drinking water in the United States","Journal of Exposure Science & Environmental Epidemiology","","1559-064X","10.1038/s41370-022-00461-6","https://www.nature.com/articles/s41370-022-00461-6","Exposure to lead (Pb), arsenic (As) and copper (Cu) may cause significant health issues including harmful neurological effects, cancer or organ damage. Determination of human exposure-relevant concentrations of these metal(loids) in drinking water, therefore, is critical.","2022-08-19","2023-08-07 15:11:56","2023-08-07 15:11:56","2022-09-29 15:08:52","1-8","","","","","J Expo Sci Environ Epidemiol","","","","","","Nature Publishing Group","","en","2022 This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply","","","","www.nature.com","","","","/Users/kevinl/Zotero/storage/L3QEW365/Bradham et al. - 2022 - A national survey of lead and other metal(loids) i.pdf; /Users/kevinl/Zotero/storage/EVXUEU5K/s41370-022-00461-6.html","","","Epidemiology; general; Medicine/Public Health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RRSA3V5V","journalArticle","2023","Pulungan, Zumaida Nur; Priawandiputra, Windra; Grass, Ingo; Li, Kevin; Robo, Rusnia J; Raffiudin, Rika","Tropical lowland rainforest conversion to rubber monoculture affects flight activity and pollen resources of the stingless bees Tetragonula laeviceps","Jurnal Entomologi Indonesia","","18297722, 20890257","10.5994/jei.20.1.88","https://jurnal.pei-pusat.org/index.php/jei/article/view/741","Tropical lowland rainforest conversion leads to decreases diversity and population in insect pollinators, including stingless bees. However, how stingless bees respond to this conversion is still being studied. In this study we observed the number of flight activities of the Tetragonula laeviceps (Smith) in three converted land types in Jambi, Sumatra; identified the pollen resources of T. laeviceps from the collected pollen in the hind tibia; and exploring the flowering plants surrounding the T. laeviceps nests. Four flight activities were observed, i.e., flying out of the nest, returning with pollen, returning without pollen, and returning with resin. In addition to the flight activity, we observed flight direction and environmental factors and identified pollen composition from the hind tibia of stingless bees. This study showed that forest fragments had the highest number of bees flying out of the nest. Bees returning with or without pollen in the fragmented forest with high coverage were higher than in other habitats. The highest number of bees returning with resin was found in the rubber plantation with high coverage, while the lowest number of all flight activities were observed in the shrub with low coverage. The stingless bees mainly collected pollen from rubber flowers supported by their flight directions leading to blooming rubber trees. Our study showed that the conversion of tropical lowland rainforests in this case rubber plantation affects on decreasing the flight activities and pollen collecting of stingless bees, which may have a significant impact on the resources needed by the bees.","2023-08-02","2023-08-23 12:46:10","2023-11-16 15:21:44","2023-08-23 12:46:10","88-100","","1","20","","J Entomol Indones","","","","","","","","en","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","DOI.org (Crossref)","","","","/Users/kevinl/Zotero/storage/X3E75SE6/Department of Biology, Faculty of Mathematics and Natural Sciences IPB University, Indonesia et al. - 2023 - Tropical lowland rainforest conversion to rubber m.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64W9UVLF","journalArticle","2023","Perfecto, Ivette; Chaves, Luis Fernando; Fitch, Gordon M.; Hajian-Forooshani, Zachary; Iuliano, Benjamin; Li, Kevin; Medina, Nicholas; Morris, Jonathan; Otero-Jiménez, Beatriz; Rivera-Salinas, Iris Saraeny; Su, Chenyang; Vandermeer, John; White, Alexa; Williams-Guillén, Kimberly","Looking beyond land-use and land-cover change: Zoonoses emerge in the agricultural matrix","One Earth","","2590-3322","10.1016/j.oneear.2023.08.010","https://www.sciencedirect.com/science/article/pii/S2590332223003895","Emerging zoonoses (new infectious diseases where pathogens circulate between humans and domestic and wild animals) follow ecological and evolutionary processes that are becoming more common, undermining our ability to achieve the sustainable development goal of good health and well-being. Agriculture has been implied as a major force promoting emerging zoonoses. However, agricultural systems are variable, with some agricultural modes of production expressing social formations that condition biological interactions that can promote (or protect us from) the emergence of new zoonoses in the same way they destroy (or protect) species biodiversity. Consequently, the socioecological characteristics of the agricultural system influence the probability of zoonosis emergence. Here, we propose an approach to examining the relationship between agriculture and zoonoses that suggests that the agricultural matrix, within which other elements of the landscape are positioned, confers various degrees of landscape immunity. Highly simplified, homogeneous, and chemically intensive agricultural landscapes are unlikely to provide such immunity, while diverse agroecological matrices populated by small-/medium-scale farmers and a robust local food system likely will; i.e., they will decrease the probability of zoonosis emergence. In addition, such a landscape is also expected to enhance food sovereignty and security, mitigate climate change, reduce poverty, and protect biodiversity.","2023-09-15","2023-11-16 15:18:42","2025-10-08 23:37:54","2023-11-16 15:18:42","1131-1142","","9","6","","One Earth","Looking beyond land-use and land-cover change","","","","","","","","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","ScienceDirect","","","","/Users/kevinl/Zotero/storage/SYC6DGQB/Perfecto et al. - 2023 - Looking beyond land-use and land-cover change Zoo.pdf; /Users/kevinl/Zotero/storage/IYTBAAG8/S2590332223003895.html","","","land-use change; agroecology; biodiversity loss; agroecological matrix; diversified farming systems; emerging diseases; industrial agriculture; infectious diseases; landscape immunity; pandemics; socioecological process","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6IJL4VS7","journalArticle","2023","Li, Kevin; Hajian-Forooshani, Zachary; Vandermeer, John; Perfecto, Ivette","Coffee leaf rust (Hemileia vastatrix) is spread by rain splash from infected leaf litter in a semi-controlled experiment","Journal of Plant Pathology","","2239-7264","10.1007/s42161-023-01404-2","https://doi.org/10.1007/s42161-023-01404-2","The coffee leaf rust disease (CLR), caused by the fungus Hemileia vastatrix, is an economically significant phytopathogen of cultivated Coffea species. Since coffee plants with CLR drop their infected leaves, rain splash from infected leaf litter could be one way H. vastatrix spores are dispersed, but this mechanism has not been demonstrated. Here we experimentally verify that splash from leaf litter can lead to H. vastatrix dispersal and infection. In a semi-controlled experiment, we compared the infection rates of pairs of potted uninfected, susceptible C. arabica plants with leaf litter that was either infected with CLR (experimental treatment) or without CLR (control). Plants with CLR litter became infected sooner than control plants by a median difference of 2.5 weeks. On average, CLR litter treatment plants had 18% of their leaves infected, while control plants had 9% of leaves infected, though later patterns could reflect leaf turnover and reinfection. Future research should investigate the dynamics of leaf litter splash for CLR in the field. Possible management measures to limit the effect of splash from leaf litter could include planting cover crops or restoring natural groundcover, techniques known to provide additional benefits as understood in general practices of agroecology.","2023-08-01","2023-11-16 15:23:43","2023-11-16 15:23:43","2023-11-16 15:23:43","667-672","","3","105","","J Plant Pathol","","","","","","","","en","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","Springer Link","","","","/Users/kevinl/Zotero/storage/QY2N3V59/Li et al. - 2023 - Coffee leaf rust (Hemileia vastatrix) is spread by.pdf","","","Dispersal; Epidemiology; Cultural control; Disease control and pest management; Fungal pathogens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MFXQXGA5","journalArticle","2023","Li, Kevin; Grass, Ingo; Zemp, Delphine Clara; Lorenz, Hendrik; Sachsenmaier, Lena; Nurdiansyah, Fuad; Hölscher, Dirk; Kreft, Holger; Tscharntke, Teja","Tree identity and canopy openness mediate oil palm biodiversity enrichment effects on insect herbivory and pollination","Ecological Applications","","1939-5582","10.1002/eap.2862","https://onlinelibrary.wiley.com/doi/abs/10.1002/eap.2862","As the extent of oil palm (Elaeis guineensis) cultivation has expanded at the expense of tropical rainforests, enriching conventional large-scale oil palm plantations with native trees has been proposed as a strategy for restoring biodiversity and ecosystem function. However, how tree enrichment affects insect-mediated ecosystem functions is unknown. We investigated impacts on insect herbivory and pollination in the fourth year of a plantation-scale, long-term oil palm biodiversity enrichment experiment in Jambi, Sumatra, Indonesia. Within 48 plots systematically varying in size (25–1600 m2) and planted tree species richness (one to six species), we collected response data on vegetation structure, understory insect abundances, and pollinator and herbivore activity on chili plants (Capsicum annuum), which served as indicators of insect-mediated ecosystem functions. We examined the independent effects of plot size, tree species richness, and tree identity on these response variables, using the linear model for random partitions design. The experimental treatments were most associated with vegetation structure: tree identity mattered, as the species Peronema canescens strongly decreased (by approximately one standard deviation) both canopy openness and understory vegetation cover; whereas tree richness only decreased understory flower density. Further, the smallest plots had the lowest understory flower density and richness, presumably because of lower light availability and colonization rates, respectively. Enrichment influenced herbivorous insects and natural enemies in the understory to a lesser extent: both groups had higher abundances in plots with two enrichment species planted, possibly because higher associated tree mortality created more habitat, while herbivores decreased with increasing tree species richness, in line with the resource concentration hypothesis. Linking relationships in structural equation models showed that the negative association between P. canescens and understory vegetation cover was mediated through canopy openness. Likewise, canopy openness mediated increases in herbivore and pollinator insect abundances. Higher pollinator visitation increased phytometer yield, while impacts of insect herbivores on yield were not apparent. Our results demonstrate that even at an early stage, different levels of ecological restoration influence insect-mediated ecosystem functions, mainly through canopy openness. These findings suggest that maintaining some canopy gaps while enrichment plots develop may be beneficial for increasing habitat heterogeneity and insect-mediated ecosystem functions.","2023","2023-11-16 15:30:51","2023-11-16 15:30:51","2023-11-16 15:30:51","e2862","","5","33","","","","","","","","","","en","© 2023 The Authors. Ecological Applications published by Wiley Periodicals LLC on behalf of The Ecological Society of America.","","","","Wiley Online Library","","_eprint: https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1002/eap.2862","","/Users/kevinl/Zotero/storage/I2AW3YGU/Li et al. - 2023 - Tree identity and canopy openness mediate oil palm.pdf; /Users/kevinl/Zotero/storage/BCHBN634/eap.html","","","ecosystem services; restoration; pollinators; biodiversity; natural enemies; ecosystem functions; herbivores; chili pepper (Capsicum annuum); EFForTS-BEE; TreeDivNet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ULW6YZE","journalArticle","2024","Kammerer, Melanie; Iverson, Aaron L.; Li, Kevin; Goslee, Sarah C.","Not just crop or forest: an integrated land cover map for agricultural and natural areas","Scientific Data","","2052-4463","10.1038/s41597-024-02979-w","https://www.nature.com/articles/s41597-024-02979-w","Due to the key role surrounding landscape plays in ecological processes, a detailed characterization of land cover is critical for researchers and conservation practitioners. Unfortunately, in the United States, land cover data are split across thematic datasets that emphasize agricultural or natural vegetation, but not both. To address this gap, we merged two datasets, the LANDFIRE National Vegetation Classification (NVC) and USDA-NASS Cropland Data Layer (CDL), to produce integrated ‘Spatial Products for Agriculture and Nature’ (SPAN). Our workflow leveraged strengths of the NVC and the CDL to create detailed rasters comprising both agricultural and natural land-cover classes. We generated SPAN annually from 2012–2021 for the conterminous United States, quantified agreement and accuracy of SPAN, and published the complete computational workflow. In our validation analyses, we found that approximately 5.5% of NVC agricultural pixels conflicted with the CDL, but we resolved most conflicts, leaving only 0.6% of agricultural pixels unresolved in SPAN. These ready-to-use rasters characterizing both agricultural and natural land cover will be widely useful in environmental research and management.","2024-01-26","2024-02-07 14:04:40","2024-02-07 14:04:40","2024-02-07 14:04:40","137","","1","11","","Sci Data","Not just crop or forest","","","","","Nature Publishing Group","","en","2024 This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply","","","","www-nature-com.proxy.lib.umich.edu","","Number: 1","","/Users/kevinl/Zotero/storage/5DV96BLX/Kammerer et al. - 2024 - Not just crop or forest an integrated land cover .pdf","","","Environmental sciences; Geography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAF79MVG","journalArticle","2023","Li, Kevin; Blackhart, Kristan; Miller, Jonathan; Obenour, Daniel","An estuary stress index based on nekton relationships with thematic watershed stressors","Ecological Indicators","","1470-160X","10.1016/j.ecolind.2023.110678","https://www.sciencedirect.com/science/article/pii/S1470160X23008208","Estuaries provide essential ecosystem functions, including serving as nurseries for fish and aquatic invertebrates (i.e., nekton). Understanding how anthropogenic stressors affect the habitat quality of estuaries is a crucial component of fisheries conservation. A meaningful composite indicator for estuary stress on the nekton community at regional scales should encapsulate major anthropogenic effects over an assemblage of important species. This study introduces a composite stressor index, using meta-analysis to synthesize trawl and seine-based sampling data on 39 nekton species from 25 monitoring programs covering 38 Pacific Coast estuaries spanning four ecoregions. Candidate stressor variables include pollution sources, urban and agricultural land use, and stream impairments, considered at different spatial scales. For each of the 39 focal species, we screened these stressors using hierarchical statistical models that account for environmental variability (e.g., salinity) across sampling events and systematic biases due to monitoring program protocols and species-specific biogeographic ranges. Based on this screening, we identified a subset of stressors most strongly related to nekton presence/absence. Then we used principal component analysis (PCA) to identify major thematic axes of variation across these stressors and the 38 estuaries. Hierarchical nekton models fit to these axes (i.e., thematic stressors) indicate that urban development is negatively related to most nekton species, while agriculture is often positively related to species presence, though with smaller estimated effects. These models were also used to create the estuary-level composite index of anthropogenic stress. Urban development is the major contributor to the index scores of most estuaries, except in the Oregon-Washington Coast ecoregion, where agriculture is dominant. The composite index indicates that estuaries in the Southern California Bight ecoregion are the most impacted, along with South San Francisco Bay.","2023-10-01","2024-02-07 14:09:05","2024-02-07 14:09:05","2024-02-07 14:09:05","110678","","","154","","Ecological Indicators","","","","","","","","","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License","","","","ScienceDirect","","","","/Users/kevinl/Zotero/storage/X2MSJKB3/Li et al. - 2023 - An estuary stress index based on nekton relationsh.pdf; /Users/kevinl/Zotero/storage/KUEN9JJB/S1470160X23008208.html","","","Meta-analysis; Estuaries; Hierarchical modeling; Nekton; Pollutants; Stressors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
